run_name,epoch,lr,dropout,weight_decay,train_acc,val_acc,overfitting_gap,use_focal_loss,timestamp
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,25,5e-06,0.5,0.0005,57.45,60.71,-3.26,1,2025-08-12 23:22:09
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,60,5e-06,0.4,0.002,63.73,68.52,-4.80,1,2025-08-12 23:22:10
lr5e-6_dr0.3_wd5e-4_focal_focal_focal,95,5e-06,0.3,0.0005,81.79,68.40,13.39,1,2025-08-12 23:22:19
lr5e-6_dr0.4_wd1e-3,77,5e-06,0.4,0.001,75.24,67.82,7.43,0,2025-08-12 23:22:47
lr5e-6_dr0.5_wd5e-4,9,5e-06,0.5,0.0005,59.95,63.18,-3.23,0,2025-08-12 23:23:11
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,80,5e-06,0.4,0.001,66.50,69.61,-3.12,1,2025-08-12 23:23:57
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,26,5e-06,0.5,0.0005,57.64,62.87,-5.23,1,2025-08-12 23:24:09
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,61,5e-06,0.4,0.002,63.22,68.46,-5.24,1,2025-08-12 23:24:11
lr5e-6_dr0.4_wd1e-3,78,5e-06,0.4,0.001,75.90,68.14,7.76,0,2025-08-12 23:24:47
lr5e-6_dr0.4_wd2e-3,26,5e-06,0.4,0.002,63.25,67.23,-3.99,0,2025-08-12 23:25:05
lr5e-6_dr0.3_wd1e-3_focal_focal_focal,97,5e-06,0.3,0.001,82.41,68.14,14.27,1,2025-08-12 23:25:14
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,81,5e-06,0.4,0.001,66.58,69.21,-2.63,1,2025-08-12 23:25:57
lr5e-6_dr0.3_wd5e-4_focal_focal_focal,96,5e-06,0.3,0.0005,82.61,69.01,13.60,1,2025-08-12 23:25:58
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,62,5e-06,0.4,0.002,63.15,67.88,-4.73,1,2025-08-12 23:26:11
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,27,5e-06,0.5,0.0005,57.49,63.32,-5.83,1,2025-08-12 23:26:11
lr5e-6_dr0.4_wd1e-3,79,5e-06,0.4,0.001,76.46,68.32,8.14,0,2025-08-12 23:26:48
lr5e-6_dr0.5_wd5e-4,10,5e-06,0.5,0.0005,59.99,63.44,-3.45,0,2025-08-12 23:26:52
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,82,5e-06,0.4,0.001,67.09,69.61,-2.52,1,2025-08-12 23:27:55
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,63,5e-06,0.4,0.002,62.88,67.64,-4.75,1,2025-08-12 23:28:11
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,28,5e-06,0.5,0.0005,57.49,63.46,-5.97,1,2025-08-12 23:28:13
lr5e-6_dr0.4_wd2e-3,27,5e-06,0.4,0.002,62.99,66.40,-3.41,0,2025-08-12 23:28:46
lr5e-6_dr0.4_wd1e-3,80,5e-06,0.4,0.001,76.91,69.21,7.70,0,2025-08-12 23:28:48
lr5e-6_dr0.3_wd5e-4_focal_focal_focal,97,5e-06,0.3,0.0005,83.56,68.83,14.73,1,2025-08-12 23:29:37
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,83,5e-06,0.4,0.001,67.03,69.37,-2.34,1,2025-08-12 23:29:53
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,64,5e-06,0.4,0.002,63.52,67.41,-3.89,1,2025-08-12 23:30:10
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,29,5e-06,0.5,0.0005,57.90,62.93,-5.03,1,2025-08-12 23:30:14
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,1,5e-06,0.5,0.001,52.41,54.42,-2.01,1,2025-08-12 23:30:19
lr5e-6_dr0.5_wd5e-4,11,5e-06,0.5,0.0005,60.76,63.98,-3.22,0,2025-08-12 23:30:34
lr5e-6_dr0.4_wd1e-3,81,5e-06,0.4,0.001,77.41,68.91,8.50,0,2025-08-12 23:30:51
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,84,5e-06,0.4,0.001,67.50,69.35,-1.85,1,2025-08-12 23:31:51
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,65,5e-06,0.4,0.002,63.72,68.20,-4.48,1,2025-08-12 23:32:11
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,30,5e-06,0.5,0.0005,58.32,63.56,-5.24,1,2025-08-12 23:32:14
lr5e-6_dr0.4_wd2e-3,28,5e-06,0.4,0.002,64.27,66.00,-1.74,0,2025-08-12 23:32:28
lr5e-6_dr0.4_wd1e-3,82,5e-06,0.4,0.001,78.06,68.26,9.80,0,2025-08-12 23:32:51
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,85,5e-06,0.4,0.001,68.14,68.83,-0.68,1,2025-08-12 23:33:49
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,2,5e-06,0.5,0.001,54.24,56.32,-2.07,1,2025-08-12 23:33:59
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,66,5e-06,0.4,0.002,63.68,68.44,-4.76,1,2025-08-12 23:34:10
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,31,5e-06,0.5,0.0005,58.21,63.22,-5.01,1,2025-08-12 23:34:16
lr5e-6_dr0.5_wd5e-4,12,5e-06,0.5,0.0005,60.41,64.35,-3.94,0,2025-08-12 23:34:16
lr5e-6_dr0.5_wd1e-3,1,5e-06,0.5,0.001,53.27,56.17,-2.91,0,2025-08-12 23:34:47
lr5e-6_dr0.4_wd1e-3,83,5e-06,0.4,0.001,78.42,69.11,9.31,0,2025-08-12 23:34:52
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,86,5e-06,0.4,0.001,68.42,69.55,-1.13,1,2025-08-12 23:35:47
lr5e-6_dr0.4_wd2e-3,29,5e-06,0.4,0.002,63.89,66.22,-2.34,0,2025-08-12 23:36:09
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,67,5e-06,0.4,0.002,63.78,69.17,-5.39,1,2025-08-12 23:36:10
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,32,5e-06,0.5,0.0005,59.18,63.90,-4.73,1,2025-08-12 23:36:15
lr5e-6_dr0.4_wd1e-3,84,5e-06,0.4,0.001,78.86,68.81,10.05,0,2025-08-12 23:36:52
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,3,5e-06,0.5,0.001,54.88,59.60,-4.72,1,2025-08-12 23:37:39
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,87,5e-06,0.4,0.001,68.21,69.94,-1.73,1,2025-08-12 23:37:47
lr5e-6_dr0.5_wd5e-4,13,5e-06,0.5,0.0005,60.56,64.69,-4.13,0,2025-08-12 23:37:58
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,68,5e-06,0.4,0.002,63.88,68.77,-4.88,1,2025-08-12 23:38:11
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,33,5e-06,0.5,0.0005,59.04,63.66,-4.62,1,2025-08-12 23:38:17
lr5e-6_dr0.5_wd1e-3,2,5e-06,0.5,0.001,56.18,58.98,-2.79,0,2025-08-12 23:38:31
lr5e-6_dr0.4_wd1e-3,85,5e-06,0.4,0.001,80.01,68.32,11.69,0,2025-08-12 23:38:52
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,88,5e-06,0.4,0.001,69.06,69.47,-0.41,1,2025-08-12 23:39:46
lr5e-6_dr0.4_wd2e-3,30,5e-06,0.4,0.002,64.23,67.68,-3.45,0,2025-08-12 23:39:51
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,69,5e-06,0.4,0.002,64.32,69.39,-5.07,1,2025-08-12 23:40:13
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,34,5e-06,0.5,0.0005,59.33,65.48,-6.14,1,2025-08-12 23:40:19
lr5e-6_dr0.4_wd1e-3,86,5e-06,0.4,0.001,79.98,68.95,11.04,0,2025-08-12 23:40:53
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,4,5e-06,0.5,0.001,54.86,56.32,-1.46,1,2025-08-12 23:41:17
lr5e-6_dr0.5_wd5e-4,14,5e-06,0.5,0.0005,61.30,64.77,-3.47,0,2025-08-12 23:41:40
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,89,5e-06,0.4,0.001,69.17,69.71,-0.54,1,2025-08-12 23:41:46
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,70,5e-06,0.4,0.002,64.49,68.08,-3.59,1,2025-08-12 23:42:14
lr5e-6_dr0.5_wd1e-3,3,5e-06,0.5,0.001,57.72,62.03,-4.30,0,2025-08-12 23:42:15
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,35,5e-06,0.5,0.0005,59.63,65.74,-6.11,1,2025-08-12 23:42:20
lr5e-6_dr0.4_wd1e-3,87,5e-06,0.4,0.001,80.40,67.80,12.60,0,2025-08-12 23:42:53
lr5e-6_dr0.4_wd2e-3,31,5e-06,0.4,0.002,64.90,66.42,-1.53,0,2025-08-12 23:43:32
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,90,5e-06,0.4,0.001,69.59,69.37,0.22,1,2025-08-12 23:43:46
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,71,5e-06,0.4,0.002,64.96,68.83,-3.87,1,2025-08-12 23:44:14
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,36,5e-06,0.5,0.0005,59.47,65.72,-6.24,1,2025-08-12 23:44:22
lr5e-6_dr0.4_wd1e-3,88,5e-06,0.4,0.001,81.53,67.29,14.24,0,2025-08-12 23:44:54
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,5,5e-06,0.5,0.001,55.32,59.75,-4.43,1,2025-08-12 23:44:55
lr5e-6_dr0.5_wd5e-4,15,5e-06,0.5,0.0005,61.19,64.31,-3.11,0,2025-08-12 23:45:22
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,91,5e-06,0.4,0.001,69.98,69.92,0.06,1,2025-08-12 23:45:44
lr5e-6_dr0.5_wd1e-3,4,5e-06,0.5,0.001,57.98,62.91,-4.93,0,2025-08-12 23:45:58
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,72,5e-06,0.4,0.002,65.07,69.31,-4.24,1,2025-08-12 23:46:15
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,37,5e-06,0.5,0.0005,60.14,65.07,-4.93,1,2025-08-12 23:46:23
lr5e-6_dr0.4_wd1e-3,89,5e-06,0.4,0.001,82.02,67.70,14.33,0,2025-08-12 23:46:54
lr5e-6_dr0.4_wd2e-3,32,5e-06,0.4,0.002,64.56,68.26,-3.70,0,2025-08-12 23:47:12
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,92,5e-06,0.4,0.001,70.41,69.75,0.66,1,2025-08-12 23:47:43
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,73,5e-06,0.4,0.002,65.66,68.81,-3.14,1,2025-08-12 23:48:17
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,38,5e-06,0.5,0.0005,59.36,65.80,-6.44,1,2025-08-12 23:48:23
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,6,5e-06,0.5,0.001,55.56,58.37,-2.81,1,2025-08-12 23:48:33
lr5e-6_dr0.4_wd1e-3,90,5e-06,0.4,0.001,81.89,68.58,13.31,0,2025-08-12 23:48:54
lr5e-6_dr0.5_wd5e-4,16,5e-06,0.5,0.0005,61.43,64.83,-3.40,0,2025-08-12 23:49:03
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,93,5e-06,0.4,0.001,70.61,69.31,1.30,1,2025-08-12 23:49:41
lr5e-6_dr0.5_wd1e-3,5,5e-06,0.5,0.001,58.98,63.08,-4.09,0,2025-08-12 23:49:42
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,74,5e-06,0.4,0.002,65.67,67.59,-1.93,1,2025-08-12 23:50:19
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,39,5e-06,0.5,0.0005,60.16,64.04,-3.88,1,2025-08-12 23:50:25
lr5e-6_dr0.4_wd2e-3,33,5e-06,0.4,0.002,65.22,68.44,-3.22,0,2025-08-12 23:50:54
lr5e-6_dr0.4_wd1e-3,91,5e-06,0.4,0.001,82.56,68.40,14.16,0,2025-08-12 23:50:56
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,94,5e-06,0.4,0.001,70.99,69.85,1.14,1,2025-08-12 23:51:39
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,7,5e-06,0.5,0.001,55.62,58.01,-2.39,1,2025-08-12 23:52:11
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,75,5e-06,0.4,0.002,65.90,69.59,-3.69,1,2025-08-12 23:52:19
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,40,5e-06,0.5,0.0005,60.77,64.69,-3.91,1,2025-08-12 23:52:24
lr5e-6_dr0.5_wd5e-4,17,5e-06,0.5,0.0005,61.38,65.52,-4.14,0,2025-08-12 23:52:45
lr5e-6_dr0.4_wd1e-3,92,5e-06,0.4,0.001,83.43,68.08,15.35,0,2025-08-12 23:52:56
lr5e-6_dr0.5_wd1e-3,6,5e-06,0.5,0.001,59.23,63.48,-4.25,0,2025-08-12 23:53:26
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,95,5e-06,0.4,0.001,71.28,69.94,1.35,1,2025-08-12 23:53:39
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,76,5e-06,0.4,0.002,66.42,66.93,-0.51,1,2025-08-12 23:54:20
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,41,5e-06,0.5,0.0005,60.52,65.66,-5.14,1,2025-08-12 23:54:24
lr5e-6_dr0.4_wd2e-3,34,5e-06,0.4,0.002,65.57,68.42,-2.85,0,2025-08-12 23:54:36
lr5e-6_dr0.4_wd1e-3,93,5e-06,0.4,0.001,83.36,68.62,14.73,0,2025-08-12 23:54:57
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,96,5e-06,0.4,0.001,71.84,70.42,1.42,1,2025-08-12 23:55:38
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,8,5e-06,0.5,0.001,56.34,60.90,-4.56,1,2025-08-12 23:55:47
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,77,5e-06,0.4,0.002,67.11,69.51,-2.40,1,2025-08-12 23:56:20
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,42,5e-06,0.5,0.0005,61.09,65.94,-4.85,1,2025-08-12 23:56:25
lr5e-6_dr0.5_wd5e-4,18,5e-06,0.5,0.0005,62.19,64.89,-2.70,0,2025-08-12 23:56:27
lr5e-6_dr0.4_wd1e-3,94,5e-06,0.4,0.001,83.47,68.24,15.23,0,2025-08-12 23:56:57
lr5e-6_dr0.5_wd1e-3,7,5e-06,0.5,0.001,59.65,63.96,-4.31,0,2025-08-12 23:57:09
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,97,5e-06,0.4,0.001,72.37,69.55,2.81,1,2025-08-12 23:57:38
lr5e-6_dr0.4_wd2e-3,35,5e-06,0.4,0.002,65.17,68.89,-3.71,0,2025-08-12 23:58:17
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,78,5e-06,0.4,0.002,67.09,70.04,-2.95,1,2025-08-12 23:58:22
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,43,5e-06,0.5,0.0005,61.33,66.83,-5.49,1,2025-08-12 23:58:27
lr5e-6_dr0.4_wd1e-3,95,5e-06,0.4,0.001,84.43,68.60,15.82,0,2025-08-12 23:58:57
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,9,5e-06,0.5,0.001,55.76,60.19,-4.43,1,2025-08-12 23:59:26
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,98,5e-06,0.4,0.001,72.57,70.16,2.42,1,2025-08-12 23:59:33
lr5e-6_dr0.5_wd5e-4,19,5e-06,0.5,0.0005,61.67,64.61,-2.94,0,2025-08-13 00:00:07
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,79,5e-06,0.4,0.002,67.66,67.72,-0.06,1,2025-08-13 00:00:16
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,44,5e-06,0.5,0.0005,61.11,65.70,-4.59,1,2025-08-13 00:00:22
lr5e-6_dr0.5_wd1e-3,8,5e-06,0.5,0.001,60.11,62.65,-2.54,0,2025-08-13 00:00:52
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,99,5e-06,0.4,0.001,72.82,70.40,2.42,1,2025-08-13 00:01:26
lr5e-6_dr0.4_wd2e-3,36,5e-06,0.4,0.002,65.97,68.81,-2.83,0,2025-08-13 00:01:58
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,80,5e-06,0.4,0.002,67.86,69.90,-2.04,1,2025-08-13 00:02:16
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,45,5e-06,0.5,0.0005,60.88,66.24,-5.37,1,2025-08-13 00:02:21
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,1,5e-06,0.5,0.002,52.37,56.15,-3.78,1,2025-08-13 00:02:28
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,10,5e-06,0.5,0.001,56.89,60.43,-3.55,1,2025-08-13 00:03:04
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,100,5e-06,0.4,0.001,73.29,70.34,2.96,1,2025-08-13 00:03:26
lr5e-6_dr0.5_wd5e-4,20,5e-06,0.5,0.0005,60.96,64.35,-3.38,0,2025-08-13 00:03:48
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,81,5e-06,0.4,0.002,68.59,69.37,-0.78,1,2025-08-13 00:04:17
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,46,5e-06,0.5,0.0005,60.97,65.80,-4.83,1,2025-08-13 00:04:23
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,2,5e-06,0.5,0.002,53.93,57.12,-3.19,1,2025-08-13 00:04:29
lr5e-6_dr0.5_wd1e-3,9,5e-06,0.5,0.001,60.52,62.73,-2.21,0,2025-08-13 00:04:34
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,101,5e-06,0.4,0.001,73.98,70.18,3.80,1,2025-08-13 00:05:25
lr5e-6_dr0.4_wd2e-3,37,5e-06,0.4,0.002,65.87,67.29,-1.42,0,2025-08-13 00:05:37
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,82,5e-06,0.4,0.002,68.70,69.85,-1.15,1,2025-08-13 00:06:17
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,47,5e-06,0.5,0.0005,61.54,66.85,-5.31,1,2025-08-13 00:06:23
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,3,5e-06,0.5,0.002,54.19,58.33,-4.14,1,2025-08-13 00:06:30
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,11,5e-06,0.5,0.001,56.52,62.37,-5.85,1,2025-08-13 00:06:41
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,102,5e-06,0.4,0.001,74.51,69.67,4.83,1,2025-08-13 00:07:23
lr5e-6_dr0.5_wd5e-4,21,5e-06,0.5,0.0005,61.75,65.13,-3.38,0,2025-08-13 00:07:28
lr5e-6_dr0.5_wd1e-3,10,5e-06,0.5,0.001,60.79,63.30,-2.50,0,2025-08-13 00:08:16
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,83,5e-06,0.4,0.002,69.08,70.64,-1.56,1,2025-08-13 00:08:18
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,48,5e-06,0.5,0.0005,61.67,66.32,-4.66,1,2025-08-13 00:08:24
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,4,5e-06,0.5,0.002,54.44,59.24,-4.80,1,2025-08-13 00:08:31
lr5e-6_dr0.4_wd2e-3,38,5e-06,0.4,0.002,66.04,69.31,-3.27,0,2025-08-13 00:09:17
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,103,5e-06,0.4,0.001,74.83,70.18,4.65,1,2025-08-13 00:09:21
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,12,5e-06,0.5,0.001,56.96,62.15,-5.19,1,2025-08-13 00:10:20
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,84,5e-06,0.4,0.002,69.48,70.52,-1.04,1,2025-08-13 00:10:20
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,49,5e-06,0.5,0.0005,61.63,66.26,-4.64,1,2025-08-13 00:10:23
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,5,5e-06,0.5,0.002,55.07,59.24,-4.17,1,2025-08-13 00:10:32
lr5e-6_dr0.5_wd5e-4,22,5e-06,0.5,0.0005,62.06,64.91,-2.85,0,2025-08-13 00:11:10
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,104,5e-06,0.4,0.001,75.21,70.52,4.69,1,2025-08-13 00:11:20
lr5e-6_dr0.5_wd1e-3,11,5e-06,0.5,0.001,61.66,63.90,-2.24,0,2025-08-13 00:11:59
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,85,5e-06,0.4,0.002,70.67,70.00,0.67,1,2025-08-13 00:12:20
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,50,5e-06,0.5,0.0005,61.46,67.07,-5.61,1,2025-08-13 00:12:23
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,6,5e-06,0.5,0.002,55.56,59.89,-4.32,1,2025-08-13 00:12:33
lr5e-6_dr0.4_wd2e-3,39,5e-06,0.4,0.002,66.23,68.44,-2.21,0,2025-08-13 00:12:58
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,105,5e-06,0.4,0.001,75.21,69.69,5.52,1,2025-08-13 00:13:20
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,13,5e-06,0.5,0.001,56.54,62.79,-6.26,1,2025-08-13 00:13:58
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,86,5e-06,0.4,0.002,70.28,70.34,-0.06,1,2025-08-13 00:14:19
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,51,5e-06,0.5,0.0005,61.62,65.70,-4.08,1,2025-08-13 00:14:24
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,7,5e-06,0.5,0.002,55.63,60.17,-4.53,1,2025-08-13 00:14:35
lr5e-6_dr0.5_wd5e-4,23,5e-06,0.5,0.0005,62.26,65.09,-2.83,0,2025-08-13 00:14:52
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,106,5e-06,0.4,0.001,75.31,69.94,5.38,1,2025-08-13 00:15:20
lr5e-6_dr0.5_wd1e-3,12,5e-06,0.5,0.001,61.72,65.09,-3.37,0,2025-08-13 00:15:42
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,87,5e-06,0.4,0.002,71.00,69.77,1.23,1,2025-08-13 00:16:20
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,52,5e-06,0.5,0.0005,61.75,66.63,-4.87,1,2025-08-13 00:16:24
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,8,5e-06,0.5,0.002,55.39,61.74,-6.36,1,2025-08-13 00:16:37
lr5e-6_dr0.4_wd2e-3,40,5e-06,0.4,0.002,66.80,67.47,-0.67,0,2025-08-13 00:16:38
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,107,5e-06,0.4,0.001,76.02,70.38,5.64,1,2025-08-13 00:17:19
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,14,5e-06,0.5,0.001,57.22,62.55,-5.33,1,2025-08-13 00:17:37
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,88,5e-06,0.4,0.002,71.76,70.02,1.75,1,2025-08-13 00:18:20
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,53,5e-06,0.5,0.0005,61.99,66.36,-4.38,1,2025-08-13 00:18:24
lr5e-6_dr0.5_wd5e-4,24,5e-06,0.5,0.0005,62.09,65.94,-3.85,0,2025-08-13 00:18:34
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,9,5e-06,0.5,0.002,55.62,62.15,-6.52,1,2025-08-13 00:18:38
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,108,5e-06,0.4,0.001,76.67,70.10,6.57,1,2025-08-13 00:19:19
lr5e-6_dr0.5_wd1e-3,13,5e-06,0.5,0.001,61.29,64.87,-3.58,0,2025-08-13 00:19:26
lr5e-6_dr0.4_wd2e-3,41,5e-06,0.4,0.002,67.45,68.81,-1.36,0,2025-08-13 00:20:18
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,89,5e-06,0.4,0.002,72.67,69.65,3.02,1,2025-08-13 00:20:19
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,54,5e-06,0.5,0.0005,61.64,66.95,-5.31,1,2025-08-13 00:20:24
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,10,5e-06,0.5,0.002,55.90,62.23,-6.33,1,2025-08-13 00:20:39
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,15,5e-06,0.5,0.001,57.99,63.56,-5.57,1,2025-08-13 00:21:14
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,109,5e-06,0.4,0.001,76.64,70.32,6.32,1,2025-08-13 00:21:16
lr5e-6_dr0.5_wd5e-4,25,5e-06,0.5,0.0005,63.00,65.15,-2.15,0,2025-08-13 00:22:16
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,90,5e-06,0.4,0.002,72.45,69.01,3.45,1,2025-08-13 00:22:19
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,55,5e-06,0.5,0.0005,61.75,65.90,-4.15,1,2025-08-13 00:22:24
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,11,5e-06,0.5,0.002,56.16,61.92,-5.76,1,2025-08-13 00:22:41
lr5e-6_dr0.5_wd1e-3,14,5e-06,0.5,0.001,62.06,64.93,-2.87,0,2025-08-13 00:23:10
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,110,5e-06,0.4,0.001,77.41,70.14,7.27,1,2025-08-13 00:23:14
lr5e-6_dr0.4_wd2e-3,42,5e-06,0.4,0.002,67.23,68.81,-1.58,0,2025-08-13 00:23:58
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,91,5e-06,0.4,0.002,73.25,69.29,3.96,1,2025-08-13 00:24:19
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,56,5e-06,0.5,0.0005,62.04,66.87,-4.83,1,2025-08-13 00:24:24
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,12,5e-06,0.5,0.002,56.07,62.41,-6.34,1,2025-08-13 00:24:41
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,16,5e-06,0.5,0.001,57.63,63.80,-6.17,1,2025-08-13 00:24:53
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,111,5e-06,0.4,0.001,77.55,70.12,7.44,1,2025-08-13 00:25:12
lr5e-6_dr0.5_wd5e-4,26,5e-06,0.5,0.0005,63.15,67.09,-3.94,0,2025-08-13 00:25:56
lr5e-6_dr0.4_wd2e-3_focal_focal_focal,92,5e-06,0.4,0.002,73.73,69.55,4.18,1,2025-08-13 00:26:19
lr5e-6_dr0.5_wd5e-4_focal_focal_focal,57,5e-06,0.5,0.0005,61.69,66.53,-4.84,1,2025-08-13 00:26:24
lr5e-6_dr0.5_wd2e-3_focal_focal_focal,13,5e-06,0.5,0.002,56.51,62.73,-6.22,1,2025-08-13 00:26:42
lr5e-6_dr0.5_wd1e-3,15,5e-06,0.5,0.001,61.84,65.21,-3.37,0,2025-08-13 00:26:54
lr5e-6_dr0.4_wd1e-3_focal_focal_focal,112,5e-06,0.4,0.001,77.85,69.75,8.10,1,2025-08-13 00:27:10
lr5e-6_dr0.4_wd2e-3,43,5e-06,0.4,0.002,67.78,68.50,-0.73,0,2025-08-13 00:27:40
